Марка и модель,Выигрышная ставка,Записей о продаже,VIN,Пробег,Дата аукциона,Двигатель,Кузов,Цвет,Топливо,Привод,Ключи,Состояние,Место продажи,Стоимость ремонта,Рыночная стоимость,Документы,Тип повреждения,Основное повреждение,Второстепенное повреждение,Коробка передач
2017 Toyota Corolla L,$ 3 950 USD,1,5YFBURHE3HP627388,162 513 mi(подтвержден),13.05.2024 19:00 UTC,1.8l 4,4-дверный седан,Черный,Бензин,передний привод,Ключи присутствуют,заводится и едет,"PHOENIX, ARIZONA",$ 0 USD,$ 10 875 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение стороны,Повреждение задней части,Автоматическая
2021 Ford Ranger Xl,$ 3 550 USD,1,1FTER4EH0MLD45616,34 404 mi(подтвержден),13.05.2024 19:00 UTC,2.3l 4,,Серый,Бензин,задний привод,Ключи присутствуют,улучшенные транспортные средства,"ADELANTO, CALIFORNIA",$ 30 852 USD,$ 30 775 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение стороны,Автоматическая
2007 Ford F150 Supercrew,$ 2 450 USD,1,1FTPW14V27KB84073,71 758 mi,13.05.2024 18:00 UTC,5.4l 8,,Темно-бордовый,Этанолосодержащий бензин,4х4 с задним приводом,Ключи присутствуют,улучшенные транспортные средства,"LITTLETON, COLORADO",$ 15 612 USD,$ 8 400 USD,CO - PUBLIC - SALVAGE TITLE,Столкновение,Опрокидывание/Перевертышь,,Автоматическая
2011 Toyota Sienna Xle,$ 3 450 USD,1,5TDDK3DC1BS007721,154 026 mi(подтвержден),13.05.2024 18:00 UTC,3.5l 6,,Серебряный,Бензин,Полный привод,Ключи присутствуют,двигатель запускается,"LITTLETON, COLORADO",$ 7 859 USD,$ 10 650 USD,CO - PUBLIC - SALVAGE TITLE,Столкновение,Повреждение передней части,Повреждение ходовой части,Автоматическая
2013 Cadillac Ats Luxury,$ 3 050 USD,1,1G6AB5R35D0116361,145 225 mi(подтвержден),13.05.2024 17:00 UTC,3.6l 6,4-дверный седан,Серебряный,Бензин,задний привод,Ключи присутствуют,заводится и едет,"LEBANON, TENNESSEE",$ 8 685 USD,$ 7 350 USD,TN - CERTIFICATE OF TITLE,Столкновение,Повреждение задней части,Незначительная вмятина/царапины,Автоматическая
2015 Nissan Sentra S,$ 1 350 USD,1,3N1AB7AP2FY341971,105 967 mi(подтвержден),13.05.2024 19:00 UTC,1.8l 4,,Белый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"PHOENIX, MINNESOTA",$ 9 382 USD,$ 7 800 USD,MN - CERT OF TITLE-PRIOR SALVAGE,Столкновение,Повреждение стороны,Повреждение задней части,Автоматическая
2020 Chevrolet Impala Premier,$ 3 100 USD,3,1G1105S31LU106665,76 508 mi(подтвержден),13.05.2024 19:00 UTC,3.6l 6,,Серебряный,Бензин,передний привод,Ключи присутствуют,двигатель запускается,"ADELANTO, CALIFORNIA",$ 19 519 USD,$ 24 000 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение стороны,,Автоматическая
2019 Toyota Tacoma Double Cab,$ 2 900 USD,1,5TFAX5GN2KX136557,,13.05.2024 19:00 UTC,2.7l 4,,Серый,Бензин,задний привод,Ключи присутствуют,улучшенные транспортные средства,"SACRAMENTO, CALIFORNIA",$ 0 USD,$ 25 875 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повсюду,,Автоматическая
2018 Honda Civic Ex,$ 3 100 USD,1,2HGFC2F71JH507599,139 999 mi(подтвержден),13.05.2024 19:00 UTC,2.0l 4,,Черный,Бензин,передний привод,Ключи присутствуют,двигатель запускается,"ADELANTO, CALIFORNIA",$ 0 USD,$ 13 750 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая
2011 Ford Focus Ses,$ 650 USD,1,1FAHP3GN4BW154038,180 716 mi,13.05.2024 18:00 UTC,2.0l 4,,Серый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"LITTLETON, MICHIGAN",$ 0 USD,$ 5 425 USD,MI - CERTIFICATE OF TITLE,Пожертвование,Повреждение задней части,Незначительная вмятина/царапины,Автоматическая
2013 Lexus Es 350,$ 2 950 USD,1,JTHBK1GG3D2025737,85 238 mi(подтвержден),13.05.2024 19:00 UTC,3.5l 6,,Золотой,Бензин,передний привод,Ключи присутствуют,заводится и едет,"PHOENIX, ARIZONA",$ 17 184 USD,$ 11 400 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,Повреждение задней части,Автоматическая
2018 Honda Civic Ex,$ 3 100 USD,1,2HGFC2F71JH507599,139 999 mi(подтвержден),13.05.2024 19:00 UTC,2.0l 4,,Черный,Бензин,передний привод,Ключи присутствуют,двигатель запускается,"ADELANTO, CALIFORNIA",$ 0 USD,$ 13 750 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая
2011 Ford Focus Ses,$ 650 USD,1,1FAHP3GN4BW154038,180 716 mi,13.05.2024 18:00 UTC,2.0l 4,,Серый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"LITTLETON, MICHIGAN",$ 0 USD,$ 5 425 USD,MI - CERTIFICATE OF TITLE,Пожертвование,Повреждение задней части,Незначительная вмятина/царапины,Автоматическая
2024 Hyundai Tucson Sel Convenience,$ 16 300 USD,1,KM8JCCD13RU157278,7 535 mi(подтвержден),13.05.2024 19:00 UTC,1.6l 4,,Серебряный,Гибрид,Полный привод,Ключи присутствуют,заводится и едет,"NORTH LAS VEGAS, NEVADA",$ 0 USD,$ 0 USD,NV - SALVAGE TITLE,Столкновение,Повреждение передней части,,Автоматическая
2008 Ford Focus Se,$ 875 USD,1,1FAHP33N28W127158,78 245 mi(подтвержден),13.05.2024 19:00 UTC,2.0l 4,,Черный,Бензин,передний привод,Ключи присутствуют,заводится и едет,"MARTINEZ, CALIFORNIA",$ 8 868 USD,$ 5 088 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая
2018 Subaru Wrx,$ 4 700 USD,1,JF1VA1A60J9817371,42 027 mi(подтвержден),13.05.2024 19:00 UTC,2.0l 4,,Белый,Бензин,Полный привод,,улучшенные транспортные средства,"ADELANTO, CALIFORNIA",$ 20 857 USD,$ 17 425 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,Повреждение передней части,Механическая
2010 Chevrolet Silverado C1500 Ls,$ 1 200 USD,1,3GCRCREA9AG154451,227 094 mi(подтвержден),13.05.2024 19:00 UTC,4.8l 8,,Белый,Этанолосодержащий бензин,задний привод,Ключи присутствуют,двигатель запускается,"ADELANTO, CALIFORNIA",$ 13 015 USD,$ 10 725 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,,Автоматическая
2012 Honda Accord Exl,$ 2 150 USD,1,1HGCP2F8XCA123628,164 535 mi(подтвержден),13.05.2024 19:00 UTC,2.4l 4,,Серый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"MARTINEZ, CALIFORNIA",$ 7 846 USD,$ 8 675 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение стороны,Автоматическая
2015 Jeep Patriot Sport,$ 1 550 USD,3,1C4NJPBA8FD246992,86 988 mi(подтвержден),13.05.2024 19:00 UTC,2.0l 4,,Белый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"NORTH LAS VEGAS, UTAH",$ 7 791 USD,$ 9 500 USD,UT - SALVAGE CERTIFICATE,Столкновение,Повреждение стороны,,Автоматическая
2001 Toyota Tacoma Xtracab,$ 2 200 USD,2,5TEVL52N31Z866442,,13.05.2024 19:00 UTC,2.4l 4,,Белый,Бензин,задний привод,Ключи присутствуют,улучшенные транспортные средства,"SACRAMENTO, CALIFORNIA",$ 11 310 USD,$ 0 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение задней части,Автоматическая
2018 Chevrolet Silverado C1500 Lt,$ 4 950 USD,1,3GCPCREC5JG154598,122 753 mi(подтвержден),13.05.2024 19:00 UTC,5.3l 8,,Серебряный,Бензин,задний привод,Ключи присутствуют,двигатель запускается,"PHOENIX, ARIZONA",$ 22 377 USD,$ 24 550 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,,Автоматическая
2017 Honda Cr-v Ex,$ 9 800 USD,1,5J6RW2H59HL056248,92 300 mi(подтвержден),13.05.2024 19:00 UTC,1.5l 4,,Белый,Бензин,Полный привод,Ключи присутствуют,заводится и едет,"SACRAMENTO, CALIFORNIA",$ 0 USD,$ 19 050 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение стороны,,Автоматическая
2021 Nissan Frontier S,$ 5 700 USD,2,1N6ED0EA7MN706996,47 658 mi(подтвержден),13.05.2024 18:00 UTC,3.8l 6,,Белый,Бензин,задний привод,Ключи присутствуют,заводится и едет,"LITTLETON, COLORADO",$ 0 USD,$ 26 425 USD,CO - SALVAGE TITLE (P),Дилерские услуги Copart,Повреждение задней части,,Автоматическая
2024 Chevrolet Equinox Lt,$ 8 200 USD,1,3GNAXKEG7RL187911,1 366 mi(подтвержден),13.05.2024 19:00 UTC,1.5l 4,,Черный,Бензин,передний привод,Ключи присутствуют,заводится и едет,"PHOENIX, ARIZONA",$ 22 561 USD,$ 0 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение стороны,Повреждение задней части,Автоматическая
2023 Ford Edge Titanium,$ 19 100 USD,2,2FMPK4K90PBA29157,25 980 mi(подтвержден),13.05.2024 16:00 UTC,2.0l 4,,Черный,Бензин,Полный привод,Ключи присутствуют,заводится и едет,"NORTH LAS VEGAS, CALIFORNIA",$ 0 USD,$ 36 200 USD,CA - CERT OF TITLE OR SALVAGE ACQ,Аренда,Повреждение передней части,,Автоматическая
2017 Toyota Tacoma Double Cab,$ 14 500 USD,1,3TMCZ5AN6HM110165,74 593 mi(подтвержден),13.05.2024 19:00 UTC,3.5l 6,,Красный,Бензин,4х4 с задним приводом,Ключи присутствуют,заводится и едет,"PHOENIX, ARIZONA",$ 18 467 USD,$ 28 550 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,,Автоматическая
2015 Ford F450 Super Duty,$ 175 USD,2,1FDUF4GY0FEB40656,,13.05.2024 19:00 UTC,6.8l 10,шасси,Белый,Бензин,задний привод,,улучшенные транспортные средства,"ADELANTO, NEBRASKA",$ 0 USD,$ 0 USD,NE - CERT OF TITLE W/SALVAGE HISTOR,Дилерские услуги Copart,Отсутствует/Изменен VIN,,
2014 Honda Accord Exl,$ 2 450 USD,2,1HGCR2F86EA147275,143 720 mi(подтвержден),13.05.2024 19:00 UTC,2.4l 4,,Бордовый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"SACRAMENTO, CALIFORNIA",$ 10 988 USD,$ 12 325 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение стороны,Повсюду,Автоматическая
2015 Toyota Camry Le,$ 3 650 USD,2,4T1BF1FK4FU072158,130 984 mi(подтвержден),13.05.2024 19:00 UTC,2.5l 4,,Белый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"LOS ANGELES, CALIFORNIA",$ 8 586 USD,$ 11 900 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение задней части,Повреждение передней части,Автоматическая
2022 Ram 1500 Classic Slt,$ 17 800 USD,1,1C6RR6LG0NS185405,42 752 mi(подтвержден),13.05.2024 16:00 UTC,3.6l 6,,Белый,Этанолосодержащий бензин,задний привод,Ключи присутствуют,заводится и едет,"ARLINGTON, ILLINOIS",$ 15 339 USD,$ 33 275 USD,IL - CERTIFICATE OF TITLE,Кража,Повреждение передней части,,Автоматическая
2022 Hyundai Elantra Sel,$ 7 600 USD,1,5NPLS4AG8NH066283,49 850 mi(подтвержден),13.05.2024 19:00 UTC,2.0l 4,,Серый,Бензин,передний привод,Ключи присутствуют,заводится и едет,"PHOENIX, ARIZONA",$ 0 USD,$ 20 975 USD,AZ - CERT OF TITLE - SALVAGE,Столкновение,Повреждение передней части,Незначительная вмятина/царапины,Автоматическая
2015 Subaru Legacy 2.5i Premium,$ 900 USD,1,4S3BNAF61F3046908,109 943 mi(подтвержден),13.05.2024 19:00 UTC,2.5l 4,,Серебряный,Бензин,Полный привод,Ключи присутствуют,улучшенные транспортные средства,"SACRAMENTO, CALIFORNIA",$ 0 USD,$ 11 775 USD,CA - SALVAGE CERTIFICATE,Столкновение,Повреждение передней части,Повреждение стороны,Автоматическая
